Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
102	41	0	1.32248223	101324.435	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
103	41	0	1.33544774	101324.434	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
104	41	0	1.34841326	101324.434	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
105	42	0	1.36137877	101324.434	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
106	42	0	1.37434428	101324.433	101324.436	101324.43	101324.44	0.010120355	0.0111224589	0	0	0	0	3
107	43	0	1.38730979	101324.433	101324.436	101324.43	101324.44	0.00995998766	0.0111224589	0	0	0	0	3
108	43	0	1.40027531	101324.432	101324.436	101324.431	101324.44	0.00904098942	0.0111224589	0	0	0	0	3
109	43	0	1.41324082	101324.432	101324.436	101324.432	101324.44	0.00790538966	0.0111224589	0	0	0	0	3
110	44	0	1.42620633	101324.433	101324.436	101324.432	101324.44	0.00790538966	0.0111224589	0	0	0	0	3
111	44	0	1.43917184	101324.433	101324.436	101324.432	101324.44	0.00790538966	0.0111224589	0	0	0	0	3
112	45	0	1.45213735	101324.434	101324.436	101324.432	101324.44	0.00790538966	0.0111224589	0	0	0	0	3
113	45	0	1.46510287	101324.434	101324.436	101324.432	101324.44	0.00790538966	0.0111224589	0	0	0	0	3
114	45	0	1.47806838	101324.434	101324.436	101324.432	101324.44	0.00717120706	0.0111224589	0	0	0	0	3
115	46	0	1.49103389	101324.435	101324.436	101324.432	101324.44	0.00627910522	0.0111224589	0	0	0	0	3
